city_id,name,n_box,n_voter
69,DEMİRÖZÜ,39,5824
70,AYRANCI,33,6236
70,BAŞYAYLA,12,2636
70,ERMENEK,91,21211
70,KARAMAN MERKEZ,476,145703
70,KAZIMKARABEKİR,15,3239
70,SARIVELİLER,39,8875
71,BAHŞILI,20,5655
71,BALIŞEYH,34,4891
71,ÇELEBİ,17,2037
71,DELİCE,57,7317
71,KARAKEÇİLİ,11,2357
71,KESKİN,75,11363
71,KIRIKKALE MERKEZ,407,144316
71,SULAKYURT,34,5232
71,YAHŞİHAN,62,19839
72,BATMAN MERKEZ,856,305965
72,BEŞİRİ,87,18789
72,GERCÜŞ,75,13291
72,HASANKEYF,28,5142
72,KOZLUK,155,37483
72,SASON,98,18890
73,BEYTÜŞŞEBAP,49,11337
73,CİZRE,268,91528
73,GÜÇLÜKONAK,31,6895
73,İDİL,158,43551
73,SİLOPİ,249,83278
73,ŞIRNAK MERKEZ,184,60510
73,ULUDERE,85,27080
74,AMASRA,47,11577
74,BARTIN MERKEZ,394,120665
74,KURUCAŞİLE,34,5409
74,ULUS,100,18392
75,ARDAHAN MERKEZ,115,28785
75,ÇILDIR,43,6717
75,DAMAL,18,3840
75,GÖLE,72,17241
75,HANAK,37,6397
75,POSOF,53,5081
76,ARALIK,50,14074
76,IĞDIR MERKEZ,284,95030
76,KARAKOYUNLU,32,8965
76,TUZLUCA,107,15743
77,ALTINOVA,72,22515
77,ARMUTLU,27,8740
77,ÇINARCIK,84,28110
77,ÇİFTLİKKÖY,103,36279
77,TERMAL,13,4532
77,YALOVA MERKEZ,289,104640
78,EFLANİ,62,7278
78,ESKİPAZAR,65,10403
78,KARABÜK MERKEZ,288,93751
78,OVACIK,44,3347
78,SAFRANBOLU,194,50614
78,YENİCE,73,16521
79,ELBEYLİ,31,4643
79,KİLİS MERKEZ,286,80653
79,MUSABEYLİ,54,8345
79,POLATELİ,22,3315
80,BAHÇE,57,16377
80,DÜZİÇİ,195,59683
80,HASANBEYLİ,15,3871
80,KADİRLİ,290,94684
80,OSMANİYE MERKEZ,540,189065
80,SUMBAS,36,10504
80,TOPRAKKALE,37,11951
81,AKÇAKOCA,113,31683
81,CUMAYERİ,45,11689
81,ÇİLİMLİ,49,13337
81,DÜZCE MERKEZ,554,181196
81,GÖLYAKA,60,16180
81,GÜMÜŞOVA,46,13076
81,KAYNAŞLI,59,15850
81,YIĞILCA,58,11380
0,ALMANYA,0,0
0,AMERIKA BIRLEŞIK DEV.,0,0
0,ARNAVUTLUK,0,0
0,AVUSTRALYA,0,0
0,AVUSTURYA,0,0
0,AZERBAYCAN,0,0
0,BAHREYN,0,0
0,BELARUS CUMHURIYETI,0,0
0,BELÇIKA,0,0
0,BIRLEŞIK ARAP EMIR.,0,0
0,BOSNA-HERSEK,0,0
0,BREZILYA FEDERATIF CUMHURIYETI,0,0
0,BULGARISTAN,0,0
0,BÜYÜK BRITANYA,0,0
0,CEZAYIR,0,0
0,ÇEK CUMHURIYETI,0,0
0,ÇIN HALK CUMHURIYETI,0,0
0,DANIMARKA,0,0
0,ESTONYA CUMHURIYETI,0,0
0,FAS KRALLIĞI,0,0
0,FINLANDIYA,0,0
0,FRANSA,0,0
0,GÜMRÜK,0,0
0,GÜNEY AFRIKA,0,0
0,GÜRCISTAN,0,0
0,HOLLANDA,0,0
0,IRAK CUMHURIYETI,0,0
0,İRAN,0,0
0,İRLANDA,0,0
0,İSPANYA,0,0
0,İSRAIL,0,0
0,İSVEÇ,0,0
0,İSVIÇRE,0,0
0,İTALYA,0,0
0,JAPONYA,0,0
0,KANADA,0,0
0,KARADAĞ,0,0
0,KATAR,0,0
0,KAZAKISTAN,0,0
0,KIRGIZISTAN,0,0
0,KORE CUMHURIYETI,0,0
0,KOSOVA,0,0
0,KUVEYT,0,0
0,KUZEY KIBRIS TÜRK CUM.,0,0
0,KUZEY MAKEDONYA,0,0
0,LIBYA DEVLETI,0,0
0,LITVANYA CUMHURIYETI,0,0
0,LÜBNAN,0,0
0,LÜKSEMBURG BÜYÜK DÜKALIĞI,0,0
0,MACARISTAN,0,0
0,MALEZYA,0,0
0,MALTA CUMHURIYETI,0,0
0,MISIR,0,0
0,MOLDOVA CUMHURIYETI,0,0
0,NIJERYA FEDERAL CUMHURIYETI,0,0
0,NORVEÇ,0,0
0,ÖZBEKISTAN,0,0
0,PAKISTAN İSLAM CUMHURIYETI,0,0
0,POLONYA,0,0
0,PORTEKIZ CUMHURIYETI,0,0
0,ROMANYA,0,0
0,RUSYA FEDERASYONU,0,0
0,SIRBISTAN CUMHURIYETI,0,0
0,SINGAPUR CUMHURIYETI,0,0
0,SLOVAK CUMHURIYETI,0,0
0,SUUDI ARABISTAN,0,0
0,TANZANYA BIRLEŞIK CUMHURIYETI,0,0
0,TAYLAND,0,0
0,TÜRKMENISTAN,0,0
0,UKRAYNA,0,0
0,UMMAN,0,0
0,ÜRDÜN,0,0
0,YENI ZELANDA,0,0
0,YUNANISTAN,0,0
